RXCUI_drug,TTY_drug,drug_name,RXCUI_ing,TTY_ing,ingredient_name
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],6308,IN,leucine
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,6308,IN,leucine
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],6308,IN,leucine
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6308,IN,leucine
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6308,IN,leucine
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],6308,IN,leucine
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],6308,IN,leucine
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6536,IN,lysine
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],6536,IN,lysine
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6536,IN,lysine
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],6536,IN,lysine
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,6536,IN,lysine
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],6536,IN,lysine
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6536,IN,lysine
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6536,IN,lysine
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],6536,IN,lysine
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],6536,IN,lysine
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6837,IN,methionine
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],6837,IN,methionine
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6837,IN,methionine
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],6837,IN,methionine
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,6837,IN,methionine
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],6837,IN,methionine
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6837,IN,methionine
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6837,IN,methionine
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],6837,IN,methionine
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],6837,IN,methionine
831398,SCD,alanine 3.48 MG/ML / arginine 3.56 MG/ML / aspartate 2.45 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 2.58 MG/ML / glycine 1.75 MG/ML / histidine 1.05 MG/ML / isoleucine 2.31 MG/ML / leucine 3.5 MG/ML / lysine 3.68 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.6 MG/ML / phenylalanine 1.04 MG/ML / potassium chloride 0.003 MEQ/ML / proline 2.52 MG/ML / serine 1.86 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.4 MG/ML / tryptophan 0.7 MG/ML / tyrosine 0.94 MG/ML / valine 1.75 MG/ML Injectable Solution,8591,IN,potassium chloride
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,8591,IN,potassium chloride
1189269,SBD,alanine 3.48 MG/ML / arginine 3.56 MG/ML / aspartate 2.45 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 2.58 MG/ML / glycine 1.75 MG/ML / histidine 1.05 MG/ML / isoleucine 2.31 MG/ML / leucine 3.5 MG/ML / lysine 3.68 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.6 MG/ML / phenylalanine 1.04 MG/ML / potassium chloride 0.003 MEQ/ML / proline 2.52 MG/ML / serine 1.86 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.4 MG/ML / tryptophan 0.7 MG/ML / tyrosine 0.94 MG/ML / valine 1.75 MG/ML Injectable Solution [Aminosyn II 3.5 % with Electrolytes in 25 % Dextrose with Calcium],8591,IN,potassium chloride
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],8591,IN,potassium chloride
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,8737,IN,proline
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],8737,IN,proline
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,8737,IN,proline
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],8737,IN,proline
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,8737,IN,proline
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],8737,IN,proline
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,8737,IN,proline
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,8737,IN,proline
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],8737,IN,proline
