RXCUI_drug,TTY_drug,drug_name,RXCUI_ing,TTY_ing,ingredient_name
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],42543,IN,aspartate
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,42543,IN,aspartate
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],42543,IN,aspartate
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,42543,IN,aspartate
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],42543,IN,aspartate
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,42543,IN,aspartate
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,42543,IN,aspartate
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],42543,IN,aspartate
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],42543,IN,aspartate
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,70602,IN,glutamate
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],70602,IN,glutamate
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,70602,IN,glutamate
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],70602,IN,glutamate
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,70602,IN,glutamate
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],70602,IN,glutamate
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,70602,IN,glutamate
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,70602,IN,glutamate
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],70602,IN,glutamate
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],70602,IN,glutamate
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,4919,IN,glycine
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],4919,IN,glycine
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,4919,IN,glycine
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],4919,IN,glycine
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,4919,IN,glycine
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],4919,IN,glycine
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,4919,IN,glycine
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,4919,IN,glycine
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],4919,IN,glycine
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],4919,IN,glycine
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,5340,IN,histidine
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],5340,IN,histidine
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,5340,IN,histidine
800110,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 20% Dextrose],5340,IN,histidine
800118,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution,5340,IN,histidine
800122,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / N-acetyltyrosine 1.15 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25/25],5340,IN,histidine
831414,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,5340,IN,histidine
833100,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,5340,IN,histidine
833104,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.00148 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.013 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.0205 MEQ/ML / sodium phosphate 0.00347 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.5 % M in 10 % Dextrose],5340,IN,histidine
1189281,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / calcium chloride 0.0025 MEQ/ML / dibasic potassium phosphate 0.015 MEQ/ML / glucose 250 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / magnesium chloride 0.0025 MEQ/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / potassium chloride 0.003 MEQ/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / sodium chloride 0.035 MEQ/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25 % with Electrolytes in 25 % Dextrose with Calcium],5340,IN,histidine
800101,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6308,IN,leucine
800105,SBD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 100 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution [Aminosyn II 4.25% in 10% Dextrose],6308,IN,leucine
800106,SCD,alanine 4.22 MG/ML / arginine 4.32 MG/ML / aspartate 2.98 MG/ML / glucose 200 MG/ML / glutamate 3.14 MG/ML / glycine 2.12 MG/ML / histidine 1.28 MG/ML / isoleucine 2.8 MG/ML / leucine 4.25 MG/ML / lysine 4.46 MG/ML / methionine 0.73 MG/ML / phenylalanine 1.26 MG/ML / proline 3.07 MG/ML / serine 2.25 MG/ML / threonine 1.7 MG/ML / tryptophan 0.85 MG/ML / tyrosine 1.15 MG/ML / valine 2.12 MG/ML Injectable Solution,6308,IN,leucine
