drug_name,condition_name,relationship_name,snomed_full_name,umls_cui
phenacetin,Hemophilia,contraindication,Hemophilia,C0684275
phenacetin,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
phenacetin,Panic disorder,contraindication,Panic disorder,C0030319
phenacetin,Sleep apnea,contraindication,Sleep apnea,C0037315
phenacetin,Respiratory insufficiency,contraindication,Respiratory insufficiency,C0035229
phenacetin,Necrotizing enterocolitis in fetus OR newborn,contraindication,Necrotizing enterocolitis in fetus OR newborn,C0520459
phenacetin,Thrombotic thrombocytopenic purpura,contraindication,Thrombotic thrombocytopenic purpura,C0034155
phenacetin,Anemia,contraindication,Anemia,C0002871
phenacetin,Myocardial infarction in recovery phase,contraindication,Myocardial infarction in recovery phase,C1633725
phenacetin,Factor II deficiency,contraindication,Factor II deficiency,C3203356
phenacetin,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
phenacetin,Myocardial ischemia,contraindication,Myocardial ischemia,C0151744
phenacetin,Acute exacerbation of asthma,contraindication,Acute exacerbation of asthma,C0347950
phenacetin,Insomnia,contraindication,Insomnia,C0917801
phenacetin,Vitamin K deficiency,contraindication,Vitamin K deficiency,C0042880
phenacetin,Peptic ulcer,contraindication,Peptic ulcer,C0030920
phenacetin,Hepatic encephalopathy,contraindication,Hepatic encephalopathy,C0019151
phenacetin,Depressive disorder,contraindication,Depressive disorder,C0011581
phenacetin,Gout,contraindication,Gout,C0018099
phenacetin,Chronic obstructive lung disease,contraindication,Chronic obstructive lung disease,C0024117
phenacetin,Acute nephropathy,contraindication,Acute nephropathy,C0268734
phenacetin,Hyperactive behavior,contraindication,Hyperactive behavior,C0424295
phenacetin,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
phenacetin,Thrombocytopenic disorder,contraindication,Thrombocytopenic disorder,C0040034
phenacetin,Anemia due to enzyme deficiency,contraindication,Anemia due to enzyme deficiency,C0272053
phenacetin,Hepatic failure,contraindication,Hepatic failure,C0085605
phenacetin,Gastrointestinal ulcer,contraindication,Gastrointestinal ulcer,C0237938
phenacetin,Obsessive-compulsive disorder,contraindication,Obsessive-compulsive disorder,C0028768
phenacetin,Alcoholism,contraindication,Alcoholism,C0001973
phenacetin,Agoraphobia,contraindication,Agoraphobia,C0001818
phenacetin,Hyperammonemia,contraindication,Hyperammonemia,C0220994
phenacetin,Kidney disease,contraindication,Kidney disease,C0022658
phenacetin,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
phenacetin,Neutropenic disorder,contraindication,Neutropenic disorder,C0027947
phenacetin,Substance abuse,contraindication,Substance abuse,C0740858
phenacetin,Reye's syndrome,contraindication,Reye's syndrome,C0035400
phenacetin,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
phenacetin,Porphyria,contraindication,Porphyria,C0032708
phenacetin,Sleep automatism,contraindication,Sleep automatism,C0424284
phenacetin,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
phenazone,Acute nephropathy,contraindication,Acute nephropathy,C0268734
phenazone,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
phenazone,Perforation of tympanic membrane,contraindication,Perforation of tympanic membrane,C0206504
phenazone,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
phenazone,Glaucoma,contraindication,Glaucoma,C0017601
phenazone,Peripheral vascular disease,contraindication,Peripheral vascular disease,C0085096
phenazone,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
phenazone,Disease of liver,contraindication,Disease of liver,C0023895
phenazone,Acute cerebrovascular insufficiency,contraindication,Acute cerebrovascular insufficiency,C0265115
phenazone,Arteriosclerotic vascular disease,contraindication,Arteriosclerotic vascular disease,C0003850
phenazone,Hepatic failure,contraindication,Hepatic failure,C0085605
phenazone,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
phenazone,Benign prostatic hyperplasia,contraindication,Benign prostatic hyperplasia,C1739363
phenazone,Heart disease,contraindication,Heart disease,C0018799
phenazone,Alcoholism,contraindication,Alcoholism,C0001973
phenazone,Organic Cardiac Disease,contraindication,,
phenazone,Porphyria,contraindication,Porphyria,C0032708
phenazone,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
phenazone,Angle-closure glaucoma,contraindication,Angle-closure glaucoma,C0017605
phenazone,Arterial aneurysm,contraindication,Arterial aneurysm,C0340613
phenazone,Poisoning by acetaminophen,contraindication,Poisoning by acetaminophen,C0237963
phenazopyridine,Anemia due to enzyme deficiency,contraindication,Anemia due to enzyme deficiency,C0272053
phenazopyridine,Folic acid deficiency,contraindication,Folic acid deficiency,C0016412
phenazopyridine,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
phenazopyridine,Chronic heart failure,contraindication,Chronic heart failure,C0264716
phenazopyridine,Third trimester pregnancy,contraindication,Third trimester pregnancy,C0032981
phenazopyridine,Hypovolemic shock,contraindication,Hypovolemic shock,C0020683
phenazopyridine,Glaucoma,contraindication,Glaucoma,C0017601
phenazopyridine,Pseudomembranous enterocolitis,contraindication,Pseudomembranous enterocolitis,C0014358
phenazopyridine,Pyloric obstruction,contraindication,Pyloric obstruction,C1541124
phenazopyridine,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
phenazopyridine,Atony of colon,contraindication,Atony of colon,C0267516
phenazopyridine,Neutropenic disorder,contraindication,Neutropenic disorder,C0027947
phenazopyridine,Sleep automatism,contraindication,Sleep automatism,C0424284
phenazopyridine,Hepatic failure,contraindication,Hepatic failure,C0085605
phenazopyridine,Thrombocytopenic disorder,contraindication,Thrombocytopenic disorder,C0040034
phenazopyridine,Fever greater than 100.4 Fahrenheit,contraindication,Fever greater than 100.4 Fahrenheit,C1959900
phenazopyridine,Anemia,contraindication,Anemia,C0002871
phenazopyridine,Gastroesophageal reflux disease,contraindication,Gastroesophageal reflux disease,C0017168
phenazopyridine,Hepatic coma,contraindication,Hepatic coma,C0019147
phenazopyridine,Disorder of autonomic nervous system,contraindication,Disorder of autonomic nervous system,C1145628
phenazopyridine,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
phenazopyridine,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
phenazopyridine,Benign prostatic hyperplasia,contraindication,Benign prostatic hyperplasia,C1739363
phenazopyridine,Bladder outflow obstruction,contraindication,Bladder outflow obstruction,C0403654
phenazopyridine,Sleep apnea,contraindication,Sleep apnea,C0037315
phenazopyridine,Alcoholism,contraindication,Alcoholism,C0001973
phenazopyridine,Myasthenia gravis,contraindication,Myasthenia gravis,C0026896
phenazopyridine,Uremia,contraindication,Uremia,C0041948
phenazopyridine,Glomerulonephritis,contraindication,Glomerulonephritis,C0017658
phenazopyridine,Megaloblastic anemia due to folate deficiency,contraindication,Megaloblastic anemia due to folate deficiency,C0151482
phenazopyridine,Kidney disease,contraindication,Kidney disease,C0022658
phenazopyridine,Hiatal hernia,contraindication,Hiatal hernia,C3489393
phenazopyridine,Severe dehydration,contraindication,Severe dehydration,C3472181
phenazopyridine,Deficiency of glucose-6-phosphate dehydrogenase,contraindication,Deficiency of glucose-6-phosphate dehydrogenase,C2939465
phenazopyridine,Chronic obstructive lung disease,contraindication,Chronic obstructive lung disease,C0024117
phenazopyridine,Paralytic ileus,contraindication,Paralytic ileus,C0030446
phenazopyridine,Hyperammonemia,contraindication,Hyperammonemia,C0220994
phenazopyridine,Severe chronic ulcerative colitis,contraindication,Severe chronic ulcerative colitis,C0267387
phenazopyridine,Acute hepatitis,contraindication,Acute hepatitis,C0267797
phenazopyridine,Acute exacerbation of asthma,contraindication,Acute exacerbation of asthma,C0347950
phenazopyridine,Respiratory insufficiency,contraindication,Respiratory insufficiency,C0035229
phenazopyridine,Hepatic encephalopathy,contraindication,Hepatic encephalopathy,C0019151
phenazopyridine,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
phenazopyridine,Substance abuse,contraindication,Substance abuse,C0740858
phenazopyridine,Toxic megacolon,contraindication,Toxic megacolon,C0025162
phenazopyridine,Disease of blood AND/OR blood-forming organ,contraindication,Disease of blood AND/OR blood-forming organ,C0018939
phenazopyridine,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
phenazopyridine,Depressive disorder,contraindication,Depressive disorder,C0011581
phenazopyridine,Liver function tests abnormal,contraindication,Liver function tests abnormal,C0151766
phenazopyridine,Porphyria,contraindication,Porphyria,C0032708
phenazopyridine,Disease of liver,contraindication,Disease of liver,C0023895
phenazopyridine,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
phenazopyridine,Achalasia of esophagus,contraindication,Achalasia of esophagus,C0014848
phenazopyridine,Hyperactive behavior,contraindication,Hyperactive behavior,C0424295
phendimetrazine,Psychotic disorder,contraindication,Psychotic disorder,C0033975
phendimetrazine,Syncope,contraindication,Syncope,C0039070
phendimetrazine,Mild pre-eclampsia,contraindication,Mild pre-eclampsia,C0269658
phendimetrazine,Hypertensive urgency,contraindication,Hypertensive urgency,C0745138
phendimetrazine,Disorder of cardiovascular system,contraindication,Disorder of cardiovascular system,C0007222
phendimetrazine,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
phendimetrazine,Feeling agitated,contraindication,Feeling agitated,C0085631
phendimetrazine,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
phendimetrazine,Pulmonary hypertension,contraindication,Pulmonary hypertension,C0020542
phendimetrazine,Diabetes mellitus type 1,contraindication,Diabetes mellitus type 1,C0011854
phendimetrazine,Substance abuse,contraindication,Substance abuse,C0740858
phendimetrazine,Glaucoma,contraindication,Glaucoma,C0017601
phendimetrazine,Angina pectoris,contraindication,Angina pectoris,C0002962
phendimetrazine,Heart valve disorder,contraindication,Heart valve disorder,C0018824
phendimetrazine,Arteriosclerotic vascular disease,contraindication,Arteriosclerotic vascular disease,C0003850
phenelzine,Cerebrovascular disease,contraindication,Cerebrovascular disease,C0007820
phenelzine,Pheochromocytoma,contraindication,Pheochromocytoma,C0031511
phenelzine,Orthostatic hypotension,contraindication,Orthostatic hypotension,C0020651
phenelzine,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
phenelzine,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
phenelzine,Liver function tests abnormal,contraindication,Liver function tests abnormal,C0151766
phenelzine,Seizure disorder,contraindication,Seizure disorder,C0014544
phenelzine,Disease of liver,contraindication,Disease of liver,C0023895
phenelzine,Anxiety,contraindication,Anxiety,C0003467
phenelzine,Schizophrenia,contraindication,Schizophrenia,C0036341
phenelzine,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
phenelzine,Low blood pressure,contraindication,Low blood pressure,C0020649
phenelzine,Disorder of cardiovascular system,contraindication,Disorder of cardiovascular system,C0007222
phenelzine,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
phenelzine,Severe Headache Disorder,contraindication,,
phenelzine,Chronic heart failure,contraindication,Chronic heart failure,C0264716
phenelzine,Angina pectoris,contraindication,Angina pectoris,C0002962
phenelzine,Bipolar disorder,contraindication,Bipolar disorder,C0005586
phenelzine,Hypoglycemic disorder,contraindication,Hypoglycemic disorder,C0020615
phenelzine,Frequent Headache Disorder,contraindication,,
phenelzine,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
phenelzine,Myelogram,contraindication,Myelogram,C0026995
phenelzine,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
phenelzine,Feeling agitated,contraindication,Feeling agitated,C0085631
phenelzine,Syncope,contraindication,Syncope,C0039070
phenelzine,Alcoholism,contraindication,Alcoholism,C0001973
phenelzine,Kidney disease,contraindication,Kidney disease,C0022658
phenelzine,Hypertensive Emergencies,contraindication,,
pheniramine,Chronic disease of respiratory system,contraindication,Chronic disease of respiratory system,C0264220
pheniramine,Pseudomembranous enterocolitis,contraindication,Pseudomembranous enterocolitis,C0014358
pheniramine,Toxic megacolon,contraindication,Toxic megacolon,C0025162
pheniramine,Paralytic ileus,contraindication,Paralytic ileus,C0030446
pheniramine,Drug AND/OR toxin-induced diarrhea,contraindication,Drug AND/OR toxin-induced diarrhea,C0267558
pheniramine,Acute erosive gastritis,contraindication,Acute erosive gastritis,C0267112
pheniramine,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,contraindication,Ultrarapid metabolizer due to cytochrome p450 CYP2D6 variant,C1827786
pheniramine,Hyperglycemia,contraindication,Hyperglycemia,C0020456
pheniramine,Acute tuberculosis,contraindication,Acute tuberculosis,C0275959
pheniramine,Chronic myocardial ischemia,contraindication,Chronic myocardial ischemia,C0264694
pheniramine,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
pheniramine,Shock,contraindication,Shock,C0036974
pheniramine,Hypertensive urgency,contraindication,Hypertensive urgency,C0745138
pheniramine,Acute nephropathy,contraindication,Acute nephropathy,C0268734
pheniramine,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
pheniramine,Complete trisomy 21 syndrome,contraindication,Complete trisomy 21 syndrome,C0013080
pheniramine,Gastrointestinal perforation,contraindication,Gastrointestinal perforation,C0151664
pheniramine,Gastric ulcer,contraindication,Gastric ulcer,C0038358
pheniramine,Drowsy,contraindication,Drowsy,C0013144
pheniramine,Brain damage,contraindication,Brain damage,C0270611
pheniramine,Hypoxia,contraindication,Hypoxia,C0242184
pheniramine,Alcohol intoxication,contraindication,Alcohol intoxication,C0001969
pheniramine,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
pheniramine,Injury of eye region,contraindication,Injury of eye region,C0560619
pheniramine,"Pregnancy, function",contraindication,"Pregnancy, function",C0032961
pheniramine,Arterial hemorrhage,contraindication,Arterial hemorrhage,C0340654
pheniramine,Hypophosphatemia,contraindication,Hypophosphatemia,C0085682
pheniramine,Arterial thrombosis,contraindication,Arterial thrombosis,C0151942
pheniramine,Partial atrioventricular block,contraindication,Partial atrioventricular block,C1621824
pheniramine,Substance abuse,contraindication,Substance abuse,C0740858
pheniramine,Acute Thromboembolic Stroke,contraindication,,
pheniramine,Panic disorder,contraindication,Panic disorder,C0030319
pheniramine,Coronary arteriosclerosis,contraindication,Coronary arteriosclerosis,C0010054
pheniramine,Benign intracranial hypertension,contraindication,Benign intracranial hypertension,C0033845
pheniramine,Necrotizing enterocolitis in fetus OR newborn,contraindication,Necrotizing enterocolitis in fetus OR newborn,C0520459
pheniramine,Hypovolemic shock,contraindication,Hypovolemic shock,C0020683
pheniramine,Hypocomplementemic urticarial vasculitis,contraindication,Hypocomplementemic urticarial vasculitis,C0343206
pheniramine,Inflammatory bowel disease,contraindication,Inflammatory bowel disease,C0021390
pheniramine,Mood swings,contraindication,Mood swings,C0085633
pheniramine,Pulmonary emphysema,contraindication,Pulmonary emphysema,C0034067
pheniramine,Urinary tract obstruction,contraindication,Urinary tract obstruction,C0178879
pheniramine,Kidney disease,contraindication,Kidney disease,C0022658
pheniramine,Procedure on urinary system,contraindication,Procedure on urinary system,C0545433
pheniramine,Insomnia,contraindication,Insomnia,C0917801
pheniramine,Body fluid retention,contraindication,Body fluid retention,C0268000
pheniramine,Bleeding,contraindication,Bleeding,C0019080
pheniramine,Acute abdominal pain,contraindication,Acute abdominal pain,C0740577
pheniramine,Ventricular tachycardia,contraindication,Ventricular tachycardia,C0042514
pheniramine,Dependent drug abuse,contraindication,Dependent drug abuse,C1510472
pheniramine,Chronic idiopathic constipation,contraindication,Chronic idiopathic constipation,C0267509
pheniramine,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
pheniramine,Benign prostatic hyperplasia,contraindication,Benign prostatic hyperplasia,C1739363
pheniramine,Coma,contraindication,Coma,C0009421
pheniramine,Obsessive-compulsive disorder,contraindication,Obsessive-compulsive disorder,C0028768
pheniramine,Primary adrenocortical insufficiency,contraindication,Primary adrenocortical insufficiency,C0001403
pheniramine,Poisoning by acetaminophen,contraindication,Poisoning by acetaminophen,C0237963
pheniramine,Reye's syndrome,contraindication,Reye's syndrome,C0035400
pheniramine,Hypothyroidism,contraindication,Hypothyroidism,C0020676
pheniramine,Glaucoma,contraindication,Glaucoma,C0017601
pheniramine,Eye infection,contraindication,Eye infection,C0015403
pheniramine,Hyperkalemia,contraindication,Hyperkalemia,C0020461
pheniramine,Goiter,contraindication,Goiter,C0018021
pheniramine,Thrombotic thrombocytopenic purpura,contraindication,Thrombotic thrombocytopenic purpura,C0034155
pheniramine,Anemia due to enzyme deficiency,contraindication,Anemia due to enzyme deficiency,C0272053
pheniramine,Lesion of brain,contraindication,Lesion of brain,C0221505
pheniramine,Gastritis,contraindication,Gastritis,C0017152
pheniramine,Tachyarrhythmia,contraindication,Tachyarrhythmia,C0080203
pheniramine,Seizure disorder,contraindication,Seizure disorder,C0014544
pheniramine,Morbid obesity,contraindication,Morbid obesity,C0028756
pheniramine,Coronary artery bypass graft,contraindication,Coronary artery bypass graft,C0010055
pheniramine,Angle-closure glaucoma,contraindication,Angle-closure glaucoma,C0017605
pheniramine,Anemia,contraindication,Anemia,C0002871
pheniramine,Hiatal hernia,contraindication,Hiatal hernia,C3489393
pheniramine,Disorder of cardiovascular system,contraindication,Disorder of cardiovascular system,C0007222
pheniramine,Exacerbation of asthma,contraindication,Exacerbation of asthma,C0349790
pheniramine,Central nervous system depression,contraindication,Central nervous system depression,C0151559
pheniramine,Acute exacerbation of asthma,contraindication,Acute exacerbation of asthma,C0347950
pheniramine,Arteriosclerotic vascular disease,contraindication,Arteriosclerotic vascular disease,C0003850
pheniramine,Gout,contraindication,Gout,C0018099
pheniramine,Chronic lung disease,contraindication,Chronic lung disease,C0746102
pheniramine,Dysfunction of sphincter of Oddi,contraindication,Dysfunction of sphincter of Oddi,C0878588
pheniramine,Bronchitis,contraindication,Bronchitis,C0006277
pheniramine,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
pheniramine,Atony of colon,contraindication,Atony of colon,C0267516
pheniramine,Smokes tobacco daily,contraindication,Smokes tobacco daily,C3266136
pheniramine,Pyloric obstruction,contraindication,Pyloric obstruction,C1541124
pheniramine,Diabetes mellitus,contraindication,Diabetes mellitus,C0011849
pheniramine,Gastroesophageal reflux disease,contraindication,Gastroesophageal reflux disease,C0017168
pheniramine,Constipation,contraindication,Constipation,C0009806
pheniramine,Myocardial dysfunction,contraindication,Myocardial dysfunction,C0340515
pheniramine,Asthenia,contraindication,Asthenia,C0004093
pheniramine,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
pheniramine,Peptic reflux disease,contraindication,Peptic reflux disease,C0014869
pheniramine,Nasal polyp,contraindication,Nasal polyp,C0027430
pheniramine,Thyrotoxicosis,contraindication,Thyrotoxicosis,C0040156
pheniramine,Alcohol withdrawal delirium,contraindication,Alcohol withdrawal delirium,C0001957
pheniramine,Hypercapnia,contraindication,Hypercapnia,C0020440
pheniramine,Alcoholism,contraindication,Alcoholism,C0001973
pheniramine,Decreased respiratory function,contraindication,Decreased respiratory function,C0235063
pheniramine,Retention of urine,contraindication,Retention of urine,C0080274
pheniramine,Dermatitis herpetiformis,contraindication,Dermatitis herpetiformis,C0011608
pheniramine,Heart disease,contraindication,Heart disease,C0018799
pheniramine,Bladder outflow obstruction,contraindication,Bladder outflow obstruction,C0403654
pheniramine,Peptic ulcer,contraindication,Peptic ulcer,C0030920
pheniramine,Dehydration,contraindication,Dehydration,C0011175
pheniramine,Operation on gastrointestinal tract,contraindication,Operation on gastrointestinal tract,C0399610
pheniramine,Neoplasm of brain,contraindication,Neoplasm of brain,C0006118
pheniramine,Myasthenia gravis,contraindication,Myasthenia gravis,C0026896
pheniramine,Myocardial infarction,contraindication,Myocardial infarction,C0027051
pheniramine,Disorder of gallbladder,contraindication,Disorder of gallbladder,C0016977
pheniramine,Acute coronary syndrome,contraindication,Acute coronary syndrome,C0948089
pheniramine,Myocardial infarction in recovery phase,contraindication,Myocardial infarction in recovery phase,C1633725
pheniramine,Bradycardia,contraindication,Bradycardia,C0428977
pheniramine,Hemophilia,contraindication,Hemophilia,C0684275
pheniramine,von Willebrand disorder,contraindication,von Willebrand disorder,C0042974
pheniramine,Hashimoto thyroiditis,contraindication,Hashimoto thyroiditis,C0677607
pheniramine,Ocular hypertension,contraindication,Ocular hypertension,C0028840
pheniramine,Autonomic dysreflexia,contraindication,Autonomic dysreflexia,C0238015
pheniramine,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
pheniramine,Cor pulmonale,contraindication,Cor pulmonale,C0034072
pheniramine,Gastrointestinal obstruction,contraindication,Gastrointestinal obstruction,C0236124
pheniramine,Acidosis,contraindication,Acidosis,C0001122
pheniramine,Disturbance of salivary secretion,contraindication,Disturbance of salivary secretion,C0012765
pheniramine,Thrombocytopenic disorder,contraindication,Thrombocytopenic disorder,C0040034
pheniramine,Factor II deficiency,contraindication,Factor II deficiency,C3203356
pheniramine,Myocardial ischemia,contraindication,Myocardial ischemia,C0151744
pheniramine,Drug-induced psychosis,contraindication,Drug-induced psychosis,C0033937
pheniramine,Achalasia of esophagus,contraindication,Achalasia of esophagus,C0014848
pheniramine,Urethral stricture,contraindication,Urethral stricture,C0041974
pheniramine,Ulcerative colitis,contraindication,Ulcerative colitis,C0009324
pheniramine,Acute pancreatitis,contraindication,Acute pancreatitis,C0001339
pheniramine,Vitamin K deficiency,contraindication,Vitamin K deficiency,C0042880
pheniramine,Gastrointestinal ulcer,contraindication,Gastrointestinal ulcer,C0237938
pheniramine,Epilepsy,contraindication,Epilepsy,C0014544
pheniramine,Psychotic disorder,contraindication,Psychotic disorder,C0033975
pheniramine,Spastic paralysis,contraindication,Spastic paralysis,C0085621
pheniramine,Hepatic failure,contraindication,Hepatic failure,C0085605
pheniramine,Liver function tests abnormal,contraindication,Liver function tests abnormal,C0151766
pheniramine,Fever greater than 100.4 Fahrenheit,contraindication,Fever greater than 100.4 Fahrenheit,C1959900
pheniramine,Acute hepatitis,contraindication,Acute hepatitis,C0267797
pheniramine,Disorder of autonomic nervous system,contraindication,Disorder of autonomic nervous system,C1145628
pheniramine,Chronic heart failure,contraindication,Chronic heart failure,C0264716
pheniramine,Injury of head,contraindication,Injury of head,C0018674
pheniramine,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
pheniramine,Chronic obstructive lung disease,contraindication,Chronic obstructive lung disease,C0024117
pheniramine,Low blood pressure,contraindication,Low blood pressure,C0020649
pheniramine,Agoraphobia,contraindication,Agoraphobia,C0001818
pheniramine,Blood coagulation disorder,contraindication,Blood coagulation disorder,C0005779
pheniramine,Cardiovascular event risk,contraindication,Cardiovascular event risk,C1273410
pheniramine,Severe chronic ulcerative colitis,contraindication,Severe chronic ulcerative colitis,C0267387
pheniramine,Disease of liver,contraindication,Disease of liver,C0023895
phenmetrazine,Feeling agitated,contraindication,Feeling agitated,C0085631
phenmetrazine,Hypertensive urgency,contraindication,Hypertensive urgency,C0745138
phenmetrazine,Diabetes mellitus type 1,contraindication,Diabetes mellitus type 1,C0011854
phenmetrazine,Epilepsy,contraindication,Epilepsy,C0014544
phenmetrazine,Diabetes mellitus type 2,contraindication,Diabetes mellitus type 2,C0011860
phenmetrazine,Breastfeeding (mother),contraindication,Breastfeeding (mother),C1623040
phenmetrazine,Disorder of coronary artery,contraindication,Disorder of coronary artery,C1956346
phenmetrazine,Substance abuse,contraindication,Substance abuse,C0740858
phenmetrazine,Hypertensive disorder,contraindication,Hypertensive disorder,C0020538
phenmetrazine,Pulmonary hypertension,contraindication,Pulmonary hypertension,C0020542
phenmetrazine,Glaucoma,contraindication,Glaucoma,C0017601
phenmetrazine,Alcoholism,contraindication,Alcoholism,C0001973
phenmetrazine,Chronic heart failure,contraindication,Chronic heart failure,C0264716
phenmetrazine,Arteriosclerotic vascular disease,contraindication,Arteriosclerotic vascular disease,C0003850
phenmetrazine,Heart valve disorder,contraindication,Heart valve disorder,C0018824
phenmetrazine,Hyperthyroidism,contraindication,Hyperthyroidism,C0020550
phenmetrazine,Conduction disorder of the heart,contraindication,Conduction disorder of the heart,C0264886
phenmetrazine,Drug-induced psychosis,contraindication,Drug-induced psychosis,C0033937
phenobarbital,Hypocomplementemic urticarial vasculitis,contraindication,Hypocomplementemic urticarial vasculitis,C0343206
phenobarbital,Obsessive-compulsive disorder,contraindication,Obsessive-compulsive disorder,C0028768
phenobarbital,Continuous fever,contraindication,Continuous fever,C0424767
phenobarbital,Poisoning by phenobarbital,contraindication,Poisoning by phenobarbital,C0274643
phenobarbital,Vitamin K deficiency,contraindication,Vitamin K deficiency,C0042880
phenobarbital,Kidney stone,contraindication,Kidney stone,C0022650
phenobarbital,Retention of urine,contraindication,Retention of urine,C0080274
phenobarbital,Porphyria,contraindication,Porphyria,C0032708
phenobarbital,Necrotizing enterocolitis in fetus OR newborn,contraindication,Necrotizing enterocolitis in fetus OR newborn,C0520459
phenobarbital,Osteopenia,contraindication,Osteopenia,C0029453
phenobarbital,Systemic lupus erythematosus,contraindication,Systemic lupus erythematosus,C0024141
phenobarbital,Aplastic anemia,contraindication,Aplastic anemia,C0002874
phenobarbital,Hyperkalemia,contraindication,Hyperkalemia,C0020461
phenobarbital,Bladder outflow obstruction,contraindication,Bladder outflow obstruction,C0403654
phenobarbital,Ulcerative colitis,contraindication,Ulcerative colitis,C0009324
phenobarbital,Gastric ulcer,contraindication,Gastric ulcer,C0038358
phenobarbital,Hypothyroidism,contraindication,Hypothyroidism,C0020676
phenobarbital,Myocardial dysfunction,contraindication,Myocardial dysfunction,C0340515
phenobarbital,Severe chronic ulcerative colitis,contraindication,Severe chronic ulcerative colitis,C0267387
phenobarbital,Spastic paralysis,contraindication,Spastic paralysis,C0085621
phenobarbital,Drowsy,contraindication,Drowsy,C0013144
phenobarbital,Fibrosis of lung,contraindication,Fibrosis of lung,C0034069
phenobarbital,HLA-B 1502 Positive Status,contraindication,,
phenobarbital,von Willebrand disorder,contraindication,von Willebrand disorder,C0042974
phenobarbital,Impaired renal function disorder,contraindication,Impaired renal function disorder,C0341677
phenobarbital,Peptic reflux disease,contraindication,Peptic reflux disease,C0014869
phenobarbital,Angina pectoris,contraindication,Angina pectoris,C0002962
phenobarbital,Sepsis syndrome,contraindication,Sepsis syndrome,C0242966
phenobarbital,Thrombophlebitis,contraindication,Thrombophlebitis,C0040046
phenobarbital,Nasal polyp,contraindication,Nasal polyp,C0027430
phenobarbital,Poisoning by acetaminophen,contraindication,Poisoning by acetaminophen,C0237963
phenobarbital,Peripheral ischemia,contraindication,Peripheral ischemia,C0235490
phenobarbital,Brain damage,contraindication,Brain damage,C0270611
phenobarbital,Bronchitis,contraindication,Bronchitis,C0006277
phenobarbital,Gastrointestinal hemorrhage,contraindication,Gastrointestinal hemorrhage,C0017181
phenobarbital,Cystic fibrosis,contraindication,Cystic fibrosis,C0010674
phenobarbital,Dyspnea,contraindication,Dyspnea,C0013404
phenobarbital,Severe Pruritus,contraindication,,
phenobarbital,Acute tuberculosis,contraindication,Acute tuberculosis,C0275959
phenobarbital,Third trimester pregnancy,contraindication,Third trimester pregnancy,C0032981
phenobarbital,Hashimoto thyroiditis,contraindication,Hashimoto thyroiditis,C0677607
phenobarbital,Raynaud's phenomenon,contraindication,Raynaud's phenomenon,C0034735
phenobarbital,Gastroesophageal reflux disease,contraindication,Gastroesophageal reflux disease,C0017168
phenobarbital,Pancytopenia,contraindication,Pancytopenia,C0030312
phenobarbital,Hyperparathyroidism,contraindication,Hyperparathyroidism,C0020502
phenobarbital,Acute hepatitis,contraindication,Acute hepatitis,C0267797
phenobarbital,Suicidal thoughts,contraindication,Suicidal thoughts,C0424000
phenobarbital,Chronic heart failure,contraindication,Chronic heart failure,C0264716
phenobarbital,Megaloblastic anemia,contraindication,Megaloblastic anemia,C0002888
phenobarbital,Alcoholism,contraindication,Alcoholism,C0001973
phenobarbital,Myocardial infarction,contraindication,Myocardial infarction,C0027051
