brand_name,ingredient_name
Gent-L-Tip Mineral Oil,mineral oil
GentaVed,betamethasone
GentaVed,gentamicin
Gentacalm,betamethasone
Gentacalm,gentamicin
Gentacidin,gentamicin
Gentafair,gentamicin
Gentak,gentamicin
Gentaotic,betamethasone
Gentaotic,gentamicin
Gentasol,gentamicin
Gentaspray,gentamicin
Gentaspray,betamethasone
Gentaved 100,gentamicin
Gentex HC,hydrocodone
Gentex HC,phenylephrine
Gentex HC,guaifenesin
Gentlax Reformulated Jan 2008,bisacodyl
Gentlax S,"sennosides, USP"
Gentlax S,docusate
GentleLax,polyethylene glycol 3350
Gentran 70,sodium chloride
Gentran 70,dextran
Genvisc,hyaluronate
Genvoya,cobicistat
Genvoya,elvitegravir
Genvoya,emtricitabine
Genvoya,tenofovir alafenamide
Geocillin,carbenicillin
Geodon,ziprasidone
Geomycin,oxytetracycline
Geone,acetaminophen
Geone,butalbital
Geone,caffeine
Geref,sermorelin
Geref Diagnostic,sermorelin
Geri-Hydrolac,lactate
Gericet,acetaminophen
Gerimal,"ergoloid mesylates, USP"
Gestrin,progesterone
Gets-It Corn and Callus Remover,salicylic acid
Giapreza,angiotensin II
Giarcidia,praziquantel
GiarcidiaZap-Wormer,fenbendazole
GiarcidiaZap-Wormer,pyrantel
Giazo,balsalazide
Gilenya,fingolimod
Gilotrif,afatinib
Gimoti,metoclopramide
Gingera,sodium bicarbonate
Gingera,tartaric acid
Gingi Med,stannous fluoride
Gingi-Aid,aluminum chloride
GingiCare,stannous fluoride
Gingicaine,benzocaine
Givlaari,givosiran
Gladase,urea
Gladase,papain
Gladase-C,chlorophyllin copper complex
Gladase-C,urea
Gladase-C,papain
Glassia,alpha 1-antitrypsin
Glatopa,glatiramer
Glau-Opt,timolol
Glaucol,timolol
Glaucon,epinephrine
Glauctabs,methazolamide
Glauline,metipranolol
Gleevec,imatinib
Gleostine,lomustine
Gleptosil,iron-dextran complex
Gliadel,carmustine
Glibenese,glipizide
Glo-Sel,selenium sulfide
Gloperba,colchicine
GlucaGen,glucagon
Glucamet,metformin
Glucoburst,glucose
Glucophage,metformin
Glucotrol,glipizide
Glucovance,glyburide
Glucovance,metformin
Glumetza,metformin
Glutamic-500,glutamate
Glutarol,glutaral
Glutose,glucose
Gly-Cort,hydrocortisone
Gly-Oxide,carbamide peroxide
Glyburase,glyburide
Glycate,glycopyrronium
Glyceryl T,theophylline
Glyceryl T,guaifenesin
Glyco Gel,glycolate
Glycolax,polyethylene glycol 3350
Glycophos,glyceryl phosphate
Glycron,glyburide
Glycylic,salicylic acid
Glydeine,codeine
Glydeine,guaifenesin
Glydo,lidocaine
Glynase,glyburide
Glyrx,glycopyrronium
Glyset,miglitol
Glytrin,nitroglycerin
Glytuss,guaifenesin
Glyxambi,empagliflozin
Glyxambi,linagliptin
Go-dry,penicillin G
Gocovri,amantadine
Gohibic,vilobelimab
Gold-Bloc,bronopol
Golden Eye,dibrompropamidine
Goldie's Pain Off,camphor
Golytely,sodium bicarbonate
Golytely,potassium chloride
Golytely,polyethylene glycol 3350
Golytely,sodium chloride
Golytely,sodium sulfate
Gomekli,mirdametinib
Gonabreed,gonadorelin
Gonak,hypromellose
Gonal F,follitropin alfa
Gondafon,glymidine
Gonic,chorionic gonadotropin
Goniosoft,hypromellose
Goniosol,hypromellose
Goniovisc,hypromellose
Gonitro,nitroglycerin
Goose Grease,menthol
Goprelto,cocaine
Gordofilm,salicylic acid
Gordogesic,methyl salicylate
Gormel,urea
Gormel 10,urea
Grafapex,treosulfan
Gralise,gabapentin
Granisol,granisetron
Granix,filgrastim
Granul-Derm,castor oil
Granul-Derm,trypsin
Granul-Derm,Peruvian balsam
Granulex,trypsin
Granulex,castor oil
Granulex,Peruvian balsam
Granulotion Medicated Lotion,zinc oxide
Granulotion Medicated Lotion,menthol
Granumed,trypsin
Granumed,Peruvian balsam
Granumed,castor oil
Grastek,Timothy grass pollen extract
Gravol,dimenhydrinate
Grifulvin V,griseofulvin
Gris-PEG,griseofulvin
Grisactin 250,griseofulvin
Grisactin 500,griseofulvin
Grisactin Ultra,griseofulvin
Griseofulicin,griseofulvin
Griseofulvic,griseofulvin
Gua HC,hydrocodone
Gua HC,guaifenesin
Gua PC,codeine
Gua PC,pseudoephedrine
Gua PC,guaifenesin
Gua-SR,guaifenesin
Guacol,guaiacolsulfonate
Guacol DM,guaiacolsulfonate
Guacol DM,dextromethorphan
Guai-Co,guaifenesin
Guai-Co,codeine
Guaiatussin,guaifenesin
Guaiatussin DAC,codeine
Guaiatussin DAC,pseudoephedrine
Guaiatussin DAC,guaifenesin
Guaifen AC,codeine
Guaifen AC,guaifenesin
Guaifen DAC,codeine
Guaifen DAC,guaifenesin
Guaifen DAC,pseudoephedrine
Guaifen NR,guaifenesin
Guaifenesin DAC Liquid,codeine
Guaifenesin DAC Liquid,guaifenesin
Guaifenesin DAC Liquid,pseudoephedrine
Guaifenesin LA,guaifenesin
Guaifenex G,guaifenesin
Guaifenex LA,guaifenesin
Guaispan,guaifenesin
Guaitussin AC,guaifenesin
Guaitussin AC,codeine
Guaitussin DAC,codeine
Guaitussin DAC,pseudoephedrine
Guaitussin DAC,guaifenesin
Guiadrine G-1200,guaifenesin
Guiaphen HD,hydrocodone
Guiaphen HD,chlorpheniramine
Guiaphen HD,phenylephrine
Guiaplex HC,guaifenesin
Guiaplex HC,phenylephrine
Guiaplex HC,hydrocodone
Guiatuss,guaifenesin
Guiatuss AC,guaifenesin
Guiatuss AC,codeine
Guiatuss DAC,guaifenesin
Guiatuss DAC,codeine
Guiatuss DAC,pseudoephedrine
Gum Numb Gel,benzocaine
Gvoke,glucagon
Gynazole-1,butoconazole
Gyne Sulf,sulfacetamide
Gyne Sulf,sulfabenzamide
Gyne Sulf,sulfathiazole
Gynecort,hydrocortisone
Gyno-Daktarin,miconazole
Gynodiol,estradiol
Gynol II,nonoxynol-9
H C Tussive-NR,hydrocodone
H C Tussive-NR,dexbrompheniramine
H C Tussive-NR,phenylephrine
H-C Tussive,chlorpheniramine
H-C Tussive,hydrocodone
H-C Tussive,phenylephrine
H-Quib,guaifenesin
H-Quib,theophylline
H-Tran,chlordiazepoxide
H2Q,ubidecarenone
HB-VAX,hepatitis B surface antigen vaccine
HC AC/Aloe,hydrocortisone
HC Derma-Pax,hydrocortisone
HC Derma-Pax,diphenhydramine
HHR,reserpine
HHR,hydrochlorothiazide
HHR,hydralazine
HIST-HC,phenylephrine
HIST-HC,chlorpheniramine
HIST-HC,hydrocodone
HIST-PLUS,chlorpheniramine
HIST-PLUS,phenylephrine
HIST-PLUS,hydrocodone
HMS Suspension,medrysone
HP 502,hydrogen peroxide
HRF brand of gonadorelin,gonadorelin
HSP Anti,povidone-iodine
HSS,hyoscyamine
HSS TR,hyoscyamine
HYALOVET,hyaluronate
HYCOTUSS,hydrocodone
HYCOTUSS,guaifenesin
HYLARTIN,hyaluronate
Habitrol,nicotine
Hadlima,adalimumab
Haegarda,C1 esterase inhibitor
Haelan,flurandrenolide
Haelan C,flurandrenolide
Haelan-X,flurandrenolide
Haemaccel,polygeline
Hairsanity,salicylic acid
Halaven,eribulin
Halcion,triazolam
Haldol,haloperidol
Halenol,acetaminophen
Half Beta-Prograne,propranolol
Half Propanix LA,propranolol
Half Propatard LA,propranolol
Half-Betadur CR,propranolol
Halfan,halofantrine
Halfprin,aspirin
Halls,menthol
Halls Breezers,pectin
Halls Defense,ascorbic acid
Haloette,ethinyl estradiol
Haloette,etonogestrel
Halog,halcinonide
Halotestin,fluoxymesterone
Halotex,haloprogin
Halotussin,guaifenesin
Halotussin AC,guaifenesin
Halotussin AC,codeine
Halotussin DAC,guaifenesin
Halotussin DAC,pseudoephedrine
Halotussin DAC,codeine
Haltran,ibuprofen
Hamarin,allopurinol
Hamptons Baby Powder,talc
Handclens,benzalkonium
Hands First 4 in 1,benzalkonium
Hands First 4 in 1,allantoin
Haponal,hyoscyamine
Haponal,atropine
Haponal,phenobarbital
Haponal,scopolamine
Happy Cappy,zinc pyrithione
Harliku,nitisinone
Harmonyl,deserpidine
Harvoni,ledipasvir
Harvoni,sofosbuvir
Havrix,hepatitis A vaccine (inactivated) strain HM175
Hay-Crom Hay Fever,cromolyn
Head & Shoulders,zinc pyrithione
Head & Shoulders Clinical Strength,selenium sulfide
Head & Shoulders Damage Treatment,zinc pyrithione
Head & Shoulders Intensive Treatment,selenium sulfide
Head & Shoulders Scalp X,minoxidil
Healerz for Noses,lidocaine
Healerz for Noses,benzalkonium
Healon,hyaluronate
Healon5,hyaluronate
Healonid,hyaluronate
Healqu,camphor
Healqu,menthol
Healthy Mama,calcium carbonate
HealthyLax,polyethylene glycol 3350
Heartgard,ivermectin
Heartgard Plus,ivermectin
Heartgard Plus,pyrantel
Heartline,aspirin
Heartshield Plus,ivermectin
Heartshield Plus,pyrantel
Hecoria,tacrolimus
Hectorol,doxercalciferol
Helixate,factor VIII
Hemabate,carboprost
Hemady,dexamethasone
Hemangeol,propranolol
Hemaspan,ferrous fumarate
Hemaspan,ascorbic acid
Hematex,polysaccharide iron complex
Hematogen,ferrous fumarate
Hematogen,folic acid
Hematogen,ascorbic acid
Hematogen,vitamin B12
Hemavite F,ferrous fumarate
Hemavite F,folic acid
Hemaway,lidocaine
Hemaway,phenylephrine
Hemax,ascorbic acid
Hemax,iron carbonyl
Hemax,folic acid
Hemax,docusate
Hemax,vitamin B12
Hemax,biotin
Hemax,copper sulfate
Hemax,vitamin E
Hemgenix,etranacogene dezaparvovec
Hemiclor,chlorthalidone
Heminevrin,chlormethiazole
Hemlibra,emicizumab
Hemmorex,hydrocortisone
Hemo-Fin,petrolatum
Hemoban,aluminum chloride
Hemocyte,ferrous fumarate
Hemocyte Plus,ferrous fumarate
Hemocyte Plus,zinc sulfate
Hemocyte Plus,sodium ascorbate
Hemocyte Plus,pyridoxine
Hemocyte Plus,riboflavin
Hemocyte Plus,pantothenic acid
Hemocyte Plus,niacinamide
Hemocyte Plus,manganese sulfate
Hemocyte Plus,magnesium sulfate
Hemocyte Plus,vitamin B12
Hemocyte Plus,copper sulfate
Hemocyte Plus,folic acid
Hemocyte Plus,thiamine
Hemocyte-C,ferrous fumarate
Hemocyte-C,ascorbic acid
Hemocyte-F,folic acid
Hemocyte-F,ferrous fumarate
Hemocyte-F Elixir,folic acid
Hemocyte-F Elixir,polysaccharide iron complex
Hemocyte-F Elixir,vitamin B12
Hemofil,factor VIII
Hemoplex F,folic acid
Hemoplex F,ferrous fumarate
Hemorid,phenylephrine
Hemorid,zinc oxide
Hemorid Cream,phenylephrine
Hemorid Cream,pramoxine
Hemorid Ointment,phenylephrine
Hemorid Ointment,pramoxine
Hemorrodil,cocoa butter
Hemorrodil,phenylephrine
Hemorrodil Plus,hydrocortisone
Hemox A,aluminum chloride
Hemril,hydrocortisone
Hep-Pak,heparin
HepaGam B,hepatitis B immune globulin
Hepatamine 8,valine
Hepatamine 8,glycine
Hepatamine 8,cysteine
Hepatamine 8,arginine
Hepatamine 8,tryptophan
Hepatamine 8,threonine
Hepatamine 8,serine
Hepatamine 8,proline
Hepatamine 8,phenylalanine
Hepatamine 8,methionine
Hepatamine 8,lysine
Hepatamine 8,phosphoric acid
Hepatamine 8,leucine
Hepatamine 8,isoleucine
Hepatamine 8,histidine
Hepatamine 8,alanine
Hepatasol,alanine
Hepatasol,phenylalanine
Hepatasol,lysine
Hepatasol,phosphoric acid
Hepatasol,arginine
Hepatasol,isoleucine
Hepatasol,histidine
Hepatasol,serine
Hepatasol,methionine
Hepatasol,proline
Hepatasol,glycine
Hepatasol,threonine
Hepatasol,tryptophan
Hepatasol,leucine
Hepatasol,valine
Hepatasol,cysteine
Hepatasol 8,isoleucine
Hepatasol 8,lysine
Hepatasol 8,phenylalanine
Hepatasol 8,leucine
Hepatasol 8,tryptophan
Hepatasol 8,histidine
Hepatasol 8,phosphoric acid
Hepatasol 8,cysteine
Hepatasol 8,threonine
Hepatasol 8,serine
Hepatasol 8,arginine
Hepatasol 8,alanine
Hepatasol 8,proline
Hepatasol 8,methionine
Hepatasol 8,valine
Heplisav-B,hepatitis B surface antigen vaccine
Hepsera,adefovir
Heptalac,lactulose
Hepzato,melphalan
Her Style,levonorgestrel
Herbalgy,methyl salicylate
Herbalgy,menthol
Herbalgy,camphor
Herceptin,trastuzumab
Herceptin Hylecta,hyaluronidase
Herceptin Hylecta,trastuzumab
Hercessi,trastuzumab
Herklin,pyrethrins
Herklin,piperonyl butoxide
Hernexeos,zongertinib
Herpetad Cold Sore,acyclovir
Herpetrol,petrolatum
Herpetrol,menthol
Herpetrol,benzalkonium
Herpid,idoxuridine
Herplex,idoxuridine
Herzuma,trastuzumab
Hespan,hetastarch
Hetacin-K,ampicillin
Hetlioz,tasimelteon
Hex-O-Prep,N-alkyl ethylbenzyl dimethyl ammonium (C12-C14)
Hex-O-Prep,benzalkonium
Hex-O-Prep,chlorhexidine
Hexa-Caine,lidocaine
Hexadine,chlorhexidine
Hexadrol,dexamethasone
Hexalen,altretamine
Hexasol,flunixin
Hexasol,oxytetracycline
Hexatrione,triamcinolone
Hexatussin,hydrocodone
Hexatussin,pseudoephedrine
Hexatussin,chlorpheniramine
Hexi-Dip,chlorhexidine
Hexidip,chlorhexidine
Hexopal Forte,inositol
Hextend,hetastarch
Hi-Tuss HC,phenylephrine
Hi-Tuss HC,hydrocodone
Hi-Tuss HC,chlorpheniramine
HibTITER,"diphtheria toxoid vaccine, inactivated"
HibTITER,Haemophilus capsular oligosaccharide
Hiberix,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine"
Hibiclens,chlorhexidine
Hibisol,chlorhexidine
Hibistat,chlorhexidine
Hibitane,chlorhexidine
Hibitane Obstetric,chlorhexidine
Hioxyl,hydrogen peroxide
Hiprex,methenamine
Hismanal,astemizole
Hist-PSE,pseudoephedrine
Hist-PSE,triprolidine
Hista-Tabs,pseudoephedrine
Hista-Tabs,triprolidine
Histafed,triprolidine
Histafed,pseudoephedrine
Histafen,terfenadine
Histerone,testosterone
Histine D,pyrilamine
Histine D,pheniramine
Histine D,phenylpropanolamine
Histine D,phenyltoloxamine
Histine-B,brompheniramine
Histinex D,hydrocodone
Histinex D,pseudoephedrine
Histinex HC,phenylephrine
Histinex HC,hydrocodone
Histinex HC,chlorpheniramine
Histinex PV,pseudoephedrine
Histinex PV,hydrocodone
Histinex PV,chlorpheniramine
Histryl Pediatric Spansule,diphenylpyraline
Histryl Spansule,diphenylpyraline
Histuss,hydrocodone
Histuss,pseudoephedrine
Histuss,carbinoxamine
Histuss PD,carbinoxamine
Histussin D,hydrocodone
Histussin D,pseudoephedrine
Histussin-HC,chlorpheniramine
Histussin-HC,hydrocodone
Histussin-HC,phenylephrine
Hivid,zalcitabine
Hizentra,immunoglobulin G
Hold DM,dextromethorphan
Homapin,homatropine
Homatropaire,homatropine
Hongo Cura,tolnaftate
Hongo Killer,undecylenate
Hongo Killer Antifungal,tolnaftate
Hongo Killer Treatment,undecylenate
Hongo Killer Ultra,miconazole
Hongos,tolnaftate
Honvan,fosfestrol
Hooflex,chloroxylenol
Horizant,gabapentin
Hormofemin,dienestrol
Horseman's Dream Fung-A-Way,benzalkonium
Hot Spot,capsaicin
Hulio,adalimumab
Humalog,insulin lispro
Humalog Mix,"insulin lispro protamine, human"
Humalog Mix,insulin lispro
Human Actrapid,"insulin, regular, human"
Human Actrapid Penfill,"insulin, regular, human"
Human Albumin Grifols,"albumin human, USP"
Human Insulatard,insulin isophane
Human Mixtard,insulin isophane
Human Mixtard,"insulin, regular, human"
Human Monotard,"lente insulin, human"
Human Ultratard,"lente insulin, human"
Humate-P,von Willebrand factor
Humate-P,factor VIII
Humatin,paromomycin
Humatrope,somatropin
Humavent LA,guaifenesin
Humegon,luteinizing hormone
Humegon,follicle stimulating hormone
Humibid L.A.,guaifenesin
Humibid L.A. Reformulated Apr 2009,guaiacolsulfonate
Humibid L.A. Reformulated Apr 2009,guaifenesin
Humibid Maximum Strength,guaifenesin
Humibid Pediatric,guaifenesin
Humibid e,guaifenesin
Humigen LA,guaifenesin
Humira,adalimumab
Humist,sodium chloride
Humorsol,demecarium
Humulin,"insulin, regular, human"
Humulin,insulin isophane
Humulin I,insulin isophane
Humulin L,"lente insulin, human"
Humulin N,insulin isophane
Humulin R,"insulin, regular, human"
Humulin S,"insulin, regular, human"
Humulin U Ultralente,"ultralente insulin, human"
Humulin Zn,"ultralente insulin, human"
Hurricaine,benzocaine
Hush,lidocaine
Hush Anesthetic,lidocaine
Husky 514,benzalkonium
Hy-KXP,hydrocodone
Hy-KXP,guaiacolsulfonate
Hy-Phen,acetaminophen
Hy-Phen,hydrocodone
Hy5,benzalkonium
HyTan,chlorpheniramine
HyTan,hydrocodone
Hyalgan,hyaluronate
Hybolin Decanoate,nandrolone
Hybolin-Improved,nandrolone
HybriSil,methylprednisolone
Hycamtin,topotecan
Hycet,hydrocodone
Hycet,acetaminophen
Hyco Elixir,hyoscyamine
Hyco-DH,pyrilamine
Hyco-DH,hydrocodone
Hyco-DH,phenylephrine
Hyco-pap,acetaminophen
Hyco-pap,hydrocodone
Hycoclar Tuss,hydrocodone
Hycoclar Tuss,guaifenesin
Hycoclear,hydrocodone
Hycoclear,guaifenesin
Hycodan,homatropine
Hycodan,hydrocodone
Hycofenix,guaifenesin
Hycofenix,pseudoephedrine
Hycofenix,hydrocodone
Hycolin,phenol
Hycomal DH,phenylephrine
Hycomal DH,hydrocodone
Hycomal DH,pyrilamine
Hycomed,hydrocodone
Hycomed,acetaminophen
Hycomine,phenylpropanolamine
Hycomine,hydrocodone
Hycomine Compound,phenylephrine
Hycomine Compound,chlorpheniramine
Hycomine Compound,caffeine
Hycomine Compound,acetaminophen
Hycomine Compound,hydrocodone
Hycophen,phenylpropanolamine
Hycophen,hydrocodone
Hycort,hydrocortisone
Hycosin Expectorant,guaifenesin
Hycosin Expectorant,hydrocodone
Hycotuss Expectorant,guaifenesin
Hycotuss Expectorant,hydrocodone
Hydase,hyaluronidase
Hydeltra-T.B.A.,prednisolone
Hydeltrasol,prednisolone
Hydergine,"ergoloid mesylates, USP"
Hydergine LC,"ergoloid mesylates, USP"
Hydone Formula Liquid,guaiacolsulfonate
Hydone Formula Liquid,hydrocodone
Hydone Tablet,chlorthalidone
Hydra-Neb,sodium chloride
Hydraclear,salicylic acid
Hydralazine Plus,hydrochlorothiazide
Hydralazine Plus,hydralazine
Hydramine,diphenhydramine
Hydrap-ES,reserpine
Hydrap-ES,hydrochlorothiazide
Hydrap-ES,hydralazine
Hydrasyn25,alpha hydroxy acids
Hydrasyn25,urea
Hydravol,hydroxyethyl starch 130-0.4
Hydrea,hydroxyurea
Hydrisalic,salicylic acid
Hydro 35,urea
Hydro 40,urea
Hydro GP,guaifenesin
Hydro GP,phenylephrine
Hydro GP,hydrocodone
Hydro Par,hydrochlorothiazide
Hydro-Cobex,hydroxocobalamin
Hydro-PC II,hydrocodone
Hydro-PC II,phenylephrine
Hydro-PC II,chlorpheniramine
Hydro-Reserp,reserpine
Hydro-Reserp,hydrochlorothiazide
Hydro-Tuss XP,guaifenesin
Hydro-Tuss XP,pseudoephedrine
Hydro-Tuss XP,hydrocodone
Hydro-Tussin DHC,dihydrocodeine
Hydro-Tussin DHC,chlorpheniramine
Hydro-Tussin DHC,pseudoephedrine
Hydro-Tussin EXP,guaifenesin
Hydro-Tussin EXP,pseudoephedrine
Hydro-Tussin EXP,dihydrocodeine
Hydro-Tussin HG,guaifenesin
Hydro-Tussin HG,hydrocodone
HydroDIURIL,hydrochlorothiazide
Hydrocet,hydrocodone
Hydrocet,acetaminophen
Hydrocil,psyllium
Hydrocod CP and Pseud,chlorpheniramine
Hydrocod CP and Pseud,pseudoephedrine
Hydrocod CP and Pseud,hydrocodone
Hydrocod-GF,hydrocodone
Hydrocod-GF,guaifenesin
Hydrocodone CP,chlorpheniramine
Hydrocodone CP,phenylephrine
Hydrocodone CP,hydrocodone
Hydrocodone HD,chlorpheniramine
Hydrocodone HD,phenylephrine
Hydrocodone HD,hydrocodone
Hydrocof-HC,pseudoephedrine
Hydrocof-HC,chlorpheniramine
Hydrocof-HC,hydrocodone
Hydrocortisone-Aloe,hydrocortisone
Hydrocortistab,hydrocortisone
Hydrocortone,hydrocortisone
Hydrocortone Acetate,hydrocortisone
Hydrocortone Phosphate,hydrocortisone
Hydrocot,hydrochlorothiazide
Hydrofed,phenylephrine
Hydrofed,hydrocodone
Hydrofed,guaifenesin
Hydrogesic,hydrocodone
Hydrogesic,acetaminophen
Hydrokraft,hydrochlorothiazide
Hydromet,hydrocodone
Hydromet,homatropine
Hydromide,hydrocodone
Hydromide,homatropine
Hydron CP,hydrocodone
Hydron CP,phenylephrine
Hydron CP,chlorpheniramine
Hydron EX,guaiacolsulfonate
Hydron EX,hydrocodone
Hydron KGS,guaiacolsulfonate
Hydron KGS,hydrocodone
Hydropane,hydrocodone
Hydropane,homatropine
Hydropel,silicones
Hydrophene DH,hydrocodone
Hydrophene DH,phenylephrine
Hydrophene DH,pyrilamine
Hydropramox,pramoxine
Hydropramox,hydrocortisone
Hydropres,hydrochlorothiazide
Hydropres,reserpine
Hydroserp,hydrochlorothiazide
Hydroserp,reserpine
Hydroserpine,reserpine
Hydroserpine,hydrochlorothiazide
Hydroskin,hydrocortisone
Hydrostat,hydromorphone
Hydrotropine,homatropine
Hydrotropine,hydrocodone
Hydrotuss,hydrocodone
Hydrotuss,guaifenesin
Hydrotuss HC,hydrocodone
Hydrotuss HC,chlorpheniramine
Hydrotuss HC,pseudoephedrine
Hydrotuss HD,guaifenesin
Hydrotuss HD,pseudoephedrine
Hydrotuss HD,hydrocodone
Hydrotussin HD,pseudoephedrine
Hydrotussin HD,hydrocodone
Hydrotussin HD,guaifenesin
Hydroxin,hydroxocobalamin
"Hydroxy Compound - Ephedrine, Hydroxyzine & Theophylline",theophylline
"Hydroxy Compound - Ephedrine, Hydroxyzine & Theophylline",ephedrine
"Hydroxy Compound - Ephedrine, Hydroxyzine & Theophylline",hydroxyzine
Hydroxy-Cobal,hydroxocobalamin
Hyflex,phenyltoloxamine
Hyflex,acetaminophen
Hyftor,sirolimus
Hygroton,chlorthalidone
Hylase Wound,hyaluronate
Hylenex,hyaluronidase
Hylira,hyaluronate
Hylorel,guanadrel
Hylutin,17-alpha-hydroxyprogesterone
Hymovis,hyaluronate
Hympavzi,marstacimab
HyoMax,hyoscyamine
Hyolev,hyoscyamine
Hyolev,"sodium phosphate, monobasic"
Hyolev,methenamine
Hyolev,phenyl salicylate
Hyolev,methylene blue
Hyophen,methylene blue
Hyophen,benzoate
Hyophen,methenamine
Hyophen,phenyl salicylate
Hyophen,hyoscyamine
Hyoscyamine TR,hyoscyamine
Hyosol,hyoscyamine
Hyosophen,atropine
Hyosophen,phenobarbital
Hyosophen,hyoscyamine
Hyosophen,scopolamine
Hyospaz,hyoscyamine
Hypam,hydroxyzine
Hypamine,phenylpropanolamine
Hypamine,hydrocodone
Hypaneze,verapamil
Hypapril,captopril
Hyper-Sal,sodium chloride
HyperRAB,"rabies immune globulin, human"
HyperRHO,Rho(D) immune globulin
Hypercal,Rauwolfia alkaloids
Hypercare,aluminum chloride
Hyperdrol,aluminum chloride
Hyperhep B,hepatitis B immune globulin
Hypersed,hyoscyamine
Hypersed,scopolamine
Hypersed,phenobarbital
Hypersed,atropine
Hyperstat,diazoxide
Hypertet,tetanus immune globulin
Hyphanox,itraconazole
Hyphed,pseudoephedrine
Hyphed,chlorpheniramine
Hyphed,hydrocodone
Hyphen-HD,hydrocodone
Hyphen-HD,chlorpheniramine
Hyphen-HD,phenylephrine
Hypnovel,midazolam
Hypolar Retard 20,nifedipine
Hypotears,polyvinyl alcohol
Hypotears,polyethylene glycols
Hyprosol,hypromellose
Hypurin Bovine Isophane,insulin isophane
Hypurin Bovine Lente,"lente insulin, beef"
Hypurin Bovine Neutral,"insulin, regular, beef"
Hypurin Bovine Protamine Zinc,"insulin, protamine zinc, beef"
Hypurin Porcine Biphasic Isophane,"insulin, regular, pork"
Hypurin Porcine Biphasic Isophane,insulin isophane
Hypurin Porcine Isophane,insulin isophane
Hypurin Porcine Neutral,"insulin, regular, pork"
Hyrex Brand of Dimenhydrinate,dimenhydrinate
Hyrimoz,adalimumab
Hyrnuo,sevabertinib
Hysept,hypochlorite
Hysingla,hydrocodone
Hyskon,dextran 70
Hysone,clioquinol
Hysone,hydrocortisone
Hytakerol,dihydrotachysterol
Hyteneze,captopril
Hytinic,polysaccharide iron complex
Hytone,hydrocortisone
Hytrin,terazosin
Hytuss,guaifenesin
Hytuss 2X,guaifenesin
Hytussin,pseudoephedrine
Hytussin,hydrocodone
Hytussin Expectorant,pseudoephedrine
Hytussin Expectorant,hydrocodone
Hytussin Expectorant,guaifenesin
Hyvisc,hyaluronate
Hyzaar,losartan
Hyzaar,hydrochlorothiazide
Hyzine,hydroxyzine
I-Deal,iodine
I.D.A.,acetaminophen
I.D.A.,isometheptene
I.D.A.,dichloralphenazone
IB-Stat,hyoscyamine
IDELVION,factor IX
INOmax,nitric oxide
INOmax,nitrogen
INTERCEPTOR,milbemycin oxime
IO-SANS 110,hydrogen peroxide
IPM Wound,hyaluronate
IR DIP 10,hydrogen peroxide
IXEMPRA,ixabepilone
Iampur,methyl salicylate
Iampur,menthol
Iampur,camphor
Ibifon 600,ibuprofen
Ibrance,palbociclib
Ibren,ibuprofen
Ibrufhalal,ibuprofen
Ibsrela,tenapanor
Ibtrozi,taletrectinib
Ibu,ibuprofen
Ibu-Tab,ibuprofen
Ibudone,hydrocodone
Ibudone,ibuprofen
Ibular,ibuprofen
Ibuleve,ibuprofen
Ibumed,ibuprofen
Ibumetin,ibuprofen
Ibumousse,ibuprofen
Ibuprohm,ibuprofen
Ibutab,ibuprofen
Icar,iron carbonyl
Icar C,ascorbic acid
Icar C,iron carbonyl
Icar-C Plus,iron carbonyl
Icar-C Plus,ascorbic acid
Icar-C Plus,folic acid
Icar-C Plus,vitamin B12
Ice Quake,methyl salicylate
Ice Quake,menthol
Ice Quake,camphor
Iclusig,ponatinib
Icotyde,icotrokinra
Idacio,adalimumab
Idamycin,idarubicin
Ide-cet,caffeine
Ide-cet,butalbital
Ide-cet,acetaminophen
Idenal,caffeine
Idenal,butalbital
Idenal,aspirin
Idhifa,enasidenib
Idoxene,idoxuridine
Iduridin,idoxuridine
Idvynso,doravirine
Idvynso,islatravir
Iferex,polysaccharide iron complex
Iferex 150 Forte,folic acid
Iferex 150 Forte,vitamin B12
Iferex 150 Forte,polysaccharide iron complex
Ifex,ifosfamide
Igalmi,dexmedetomidine
Iheezo,chloroprocaine
Ilaris,canakinumab
"Iletin I, Lente","lente insulin, beef-pork"
Iletin II Lente Pork,"lente insulin, pork"
Iletin II Regular Pork,"insulin, regular, pork"
Iletin NPH,insulin isophane
Iletin Regular,"insulin, regular, beef-pork"
Ilevro,nepafenac
Ilex Skin,petrolatum
Iliadin Mini,oxymetazoline
Iliadin Mini Paediatric,oxymetazoline
Ilopan,dexpanthenol
Ilopan Choline,dexpanthenol
Ilopan Choline,choline
Ilosene Forte,erythromycin
Ilosone,erythromycin
Ilotycin,erythromycin
Ilozyme,protease
Ilozyme,lipase
Ilozyme,amylase
Ilumya,tildrakizumab
Iluvien,fluocinolone
Imaavy,nipocalimab
Imbrilon,indomethacin
Imbruvica,ibrutinib
Imcivree,setmelanotide
Imdelltra,tarlatamab
Imdur,isosorbide
Imectro,praziquantel
Imectro,pyrantel
Imectro,ivermectin
Imfinzi,durvalumab
Imitrex,sumatriptan
Imizol,imidocarb
Imjudo,tremelimumab
Imkeldi,imatinib
Imlygic,"herpesvirus 1, human"
Immiticide,melarsomine
Immphentiv,phenylephrine
